File Path,Model,Prompt,Filename,Age,Gender,Race,Emotion,P_Skin_Hex,P_MST_Index,P_MST_Hex,P_PERLA_Index,P_PERLA_Hex,P_FST_Type,P_FST_DeltaE,P_N_Clusters
output\gpt_image\an_individual_photorealistic\262.png,gpt_image,an_individual_photorealistic,262.png,33,Man,white,happy,#f6c6af,5,#d7bd96,9,#E7C1B8,2,2.2,2
output\gpt_image\an_individual_photorealistic\263.png,gpt_image,an_individual_photorealistic,263.png,39,Man,white,happy,#fafbf3,1,#f6ede4,11,#FBF2F3,1,13.36,1
output\gpt_image\an_individual_photorealistic\264.png,gpt_image,an_individual_photorealistic,264.png,35,Man,white,happy,#e8bcaa,5,#d7bd96,9,#E7C1B8,2,3.47,2
output\gpt_image\an_individual_photorealistic\265.png,gpt_image,an_individual_photorealistic,265.png,33,Man,white,happy,#e6c0ac,5,#d7bd96,9,#E7C1B8,2,2.43,2
output\gpt_image\an_individual_photorealistic\266.png,gpt_image,an_individual_photorealistic,266.png,38,Man,white,happy,#f1bca5,5,#d7bd96,9,#E7C1B8,2,3.11,2
output\gpt_image\an_individual_photorealistic\267.png,gpt_image,an_individual_photorealistic,267.png,30,Man,white,neutral,#f0cdb6,5,#d7bd96,8,#E5C8A6,2,3.78,2
output\gpt_image\an_individual_photorealistic\268.png,gpt_image,an_individual_photorealistic,268.png,33,Man,white,happy,#e3ab92,5,#d7bd96,9,#E7C1B8,3,2.79,2
output\gpt_image\an_individual_photorealistic\269.png,gpt_image,an_individual_photorealistic,269.png,28,Woman,white,happy,#fcf1d8,3,#f7ead0,8,#E5C8A6,1,7.51,2
output\gpt_image\an_individual_photorealistic\27.png,gpt_image,an_individual_photorealistic,27.png,31,Man,white,happy,#f6ccb3,5,#d7bd96,9,#E7C1B8,2,2.72,2
output\gpt_image\an_individual_photorealistic\270.png,gpt_image,an_individual_photorealistic,270.png,29,Man,white,happy,#fad6c5,2,#f3e7db,10,#F3DAD6,2,5.75,1
output\gpt_image\an_individual_photorealistic\271.png,gpt_image,an_individual_photorealistic,271.png,27,Man,black,happy,#f3bc96,5,#d7bd96,8,#E5C8A6,2,4.18,2
output\gpt_image\an_individual_photorealistic\272.png,gpt_image,an_individual_photorealistic,272.png,36,Man,white,happy,#f8c4b0,5,#d7bd96,9,#E7C1B8,2,3.14,2
output\gpt_image\an_individual_photorealistic\273.png,gpt_image,an_individual_photorealistic,273.png,33,Man,white,neutral,#dfb6a9,5,#d7bd96,9,#E7C1B8,2,5.4,2
output\gpt_image\an_individual_photorealistic\274.png,gpt_image,an_individual_photorealistic,274.png,27,Man,black,happy,#e6ba94,5,#d7bd96,8,#E5C8A6,3,4.74,2
output\gpt_image\an_individual_photorealistic\275.png,gpt_image,an_individual_photorealistic,275.png,34,Man,white,happy,#f2c9b6,2,#f3e7db,9,#E7C1B8,2,2.95,2
output\gpt_image\an_individual_photorealistic\276.png,gpt_image,an_individual_photorealistic,276.png,31,Man,white,neutral,#eacfc6,2,#f3e7db,10,#F3DAD6,2,7.44,2
output\gpt_image\an_individual_photorealistic\277.png,gpt_image,an_individual_photorealistic,277.png,40,Man,white,happy,#f8d3be,2,#f3e7db,9,#E7C1B8,2,4.46,2
output\gpt_image\an_individual_photorealistic\278.png,gpt_image,an_individual_photorealistic,278.png,32,Man,white,neutral,#ecd7bc,4,#eadaba,8,#E5C8A6,1,3.91,2
output\gpt_image\an_individual_photorealistic\279.png,gpt_image,an_individual_photorealistic,279.png,34,Man,white,happy,#fce0cb,2,#f3e7db,8,#E5C8A6,1,2.2,1
output\gpt_image\an_individual_photorealistic\28.png,gpt_image,an_individual_photorealistic,28.png,32,Man,white,happy,#f2c2a3,5,#d7bd96,8,#E5C8A6,2,1.87,2
output\gpt_image\an_individual_photorealistic\280.png,gpt_image,an_individual_photorealistic,280.png,31,Man,white,neutral,#f2cbb1,5,#d7bd96,8,#E5C8A6,2,2.78,2
output\gpt_image\an_individual_photorealistic\281.png,gpt_image,an_individual_photorealistic,281.png,42,Man,white,happy,#f0c2ad,5,#d7bd96,9,#E7C1B8,2,1.8,2
output\gpt_image\an_individual_photorealistic\282.png,gpt_image,an_individual_photorealistic,282.png,33,Man,white,neutral,#e9baa7,5,#d7bd96,9,#E7C1B8,2,3.31,2
output\gpt_image\an_individual_photorealistic\283.png,gpt_image,an_individual_photorealistic,283.png,34,Man,white,happy,#f3c4b1,5,#d7bd96,9,#E7C1B8,2,2.78,2
output\gpt_image\an_individual_photorealistic\284.png,gpt_image,an_individual_photorealistic,284.png,33,Man,white,happy,#f7d6c4,2,#f3e7db,10,#F3DAD6,1,5.2,2
output\gpt_image\an_individual_photorealistic\285.png,gpt_image,an_individual_photorealistic,285.png,29,Man,white,happy,#f3d2b8,4,#eadaba,8,#E5C8A6,1,3.7,2
output\gpt_image\an_individual_photorealistic\286.png,gpt_image,an_individual_photorealistic,286.png,31,Man,white,happy,#efcab6,5,#d7bd96,9,#E7C1B8,2,3.09,2
output\gpt_image\an_individual_photorealistic\287.png,gpt_image,an_individual_photorealistic,287.png,44,Man,white,happy,#f2d9c3,2,#f3e7db,8,#E5C8A6,1,2.68,2
output\gpt_image\an_individual_photorealistic\288.png,gpt_image,an_individual_photorealistic,288.png,33,Man,white,happy,#f7c4ae,5,#d7bd96,9,#E7C1B8,2,2.63,2
output\gpt_image\an_individual_photorealistic\289.png,gpt_image,an_individual_photorealistic,289.png,32,Man,white,neutral,#f3c4ab,5,#d7bd96,9,#E7C1B8,2,0.97,2
output\gpt_image\an_individual_photorealistic\29.png,gpt_image,an_individual_photorealistic,29.png,33,Man,white,happy,#fcf2dd,3,#f7ead0,11,#FBF2F3,1,7.66,2
output\gpt_image\an_individual_photorealistic\290.png,gpt_image,an_individual_photorealistic,290.png,31,Man,white,happy,#f6d1b6,5,#d7bd96,8,#E5C8A6,2,3.89,2
output\gpt_image\an_individual_photorealistic\291.png,gpt_image,an_individual_photorealistic,291.png,33,Man,white,happy,#f8eddd,2,#f3e7db,11,#FBF2F3,1,6.8,2
output\gpt_image\an_individual_photorealistic\292.png,gpt_image,an_individual_photorealistic,292.png,34,Man,white,happy,#f2c3b0,5,#d7bd96,9,#E7C1B8,2,2.31,2
output\gpt_image\an_individual_photorealistic\293.png,gpt_image,an_individual_photorealistic,293.png,37,Man,white,happy,#f9dac2,2,#f3e7db,8,#E5C8A6,1,1.42,2
output\gpt_image\an_individual_photorealistic\294.png,gpt_image,an_individual_photorealistic,294.png,27,Man,black,happy,#d9a98d,5,#d7bd96,7,#BEA07E,3,1.27,2
output\gpt_image\an_individual_photorealistic\295.png,gpt_image,an_individual_photorealistic,295.png,39,Man,white,neutral,#f0d0c2,2,#f3e7db,9,#E7C1B8,2,5.63,2
output\gpt_image\an_individual_photorealistic\296.png,gpt_image,an_individual_photorealistic,296.png,33,Man,white,neutral,#f2cab5,5,#d7bd96,9,#E7C1B8,2,2.33,2
output\gpt_image\an_individual_photorealistic\297.png,gpt_image,an_individual_photorealistic,297.png,35,Man,white,happy,#e2b5a4,5,#d7bd96,9,#E7C1B8,2,4.43,2
output\gpt_image\an_individual_photorealistic\298.png,gpt_image,an_individual_photorealistic,298.png,34,Man,black,neutral,#eab594,5,#d7bd96,8,#E5C8A6,3,2.63,2
output\gpt_image\an_individual_photorealistic\299.png,gpt_image,an_individual_photorealistic,299.png,32,Man,white,happy,#f0bca9,5,#d7bd96,9,#E7C1B8,2,3.49,2
output\gpt_image\an_individual_photorealistic\3.png,gpt_image,an_individual_photorealistic,3.png,40,Man,white,happy,#f1c5ad,5,#d7bd96,9,#E7C1B8,2,0.92,2
output\gpt_image\an_individual_photorealistic\30.png,gpt_image,an_individual_photorealistic,30.png,34,Man,white,happy,#efc5b8,2,#f3e7db,9,#E7C1B8,2,5.06,2
output\gpt_image\an_individual_photorealistic\300.png,gpt_image,an_individual_photorealistic,300.png,31,Man,white,happy,#f7d0be,2,#f3e7db,9,#E7C1B8,2,4.34,2
output\gpt_image\an_individual_photorealistic\301.png,gpt_image,an_individual_photorealistic,301.png,34,Man,white,neutral,#f0bea8,5,#d7bd96,9,#E7C1B8,2,2.44,2
output\gpt_image\an_individual_photorealistic\302.png,gpt_image,an_individual_photorealistic,302.png,33,Man,white,happy,#f3d3b9,4,#eadaba,8,#E5C8A6,1,2.89,2
output\gpt_image\an_individual_photorealistic\303.png,gpt_image,an_individual_photorealistic,303.png,27,Man,black,happy,#dba787,5,#d7bd96,7,#BEA07E,3,1.21,2
output\gpt_image\an_individual_photorealistic\304.png,gpt_image,an_individual_photorealistic,304.png,31,Woman,black,happy,#f0b387,5,#d7bd96,8,#E5C8A6,3,4.29,2
output\gpt_image\an_individual_photorealistic\305.png,gpt_image,an_individual_photorealistic,305.png,32,Man,white,happy,#f3cdbd,2,#f3e7db,9,#E7C1B8,2,4.12,2
output\gpt_image\an_individual_photorealistic\306.png,gpt_image,an_individual_photorealistic,306.png,37,Man,white,happy,#f6c0a9,5,#d7bd96,9,#E7C1B8,2,2.82,2
output\gpt_image\an_individual_photorealistic\307.png,gpt_image,an_individual_photorealistic,307.png,31,Man,white,happy,#f5dfce,2,#f3e7db,10,#F3DAD6,1,3.72,2
output\gpt_image\an_individual_photorealistic\308.png,gpt_image,an_individual_photorealistic,308.png,33,Man,white,neutral,#eabeaa,5,#d7bd96,9,#E7C1B8,2,2.06,2
output\gpt_image\an_individual_photorealistic\309.png,gpt_image,an_individual_photorealistic,309.png,37,Man,white,happy,#fcd6ba,4,#eadaba,8,#E5C8A6,1,3.15,2
output\gpt_image\an_individual_photorealistic\31.png,gpt_image,an_individual_photorealistic,31.png,30,Man,white,neutral,#f0ccbb,2,#f3e7db,9,#E7C1B8,2,4.04,2
output\gpt_image\an_individual_photorealistic\310.png,gpt_image,an_individual_photorealistic,310.png,36,Man,white,happy,#fcfddf,3,#f7ead0,11,#FBF2F3,1,13.51,1
output\gpt_image\an_individual_photorealistic\311.png,gpt_image,an_individual_photorealistic,311.png,35,Man,white,happy,#f7c19e,5,#d7bd96,8,#E5C8A6,2,3.01,2
output\gpt_image\an_individual_photorealistic\312.png,gpt_image,an_individual_photorealistic,312.png,33,Man,white,happy,#f8cfc0,2,#f3e7db,9,#E7C1B8,2,5.13,2
output\gpt_image\an_individual_photorealistic\313.png,gpt_image,an_individual_photorealistic,313.png,33,Man,white,happy,#f9c2a7,5,#d7bd96,9,#E7C1B8,2,2.2,2
output\gpt_image\an_individual_photorealistic\314.png,gpt_image,an_individual_photorealistic,314.png,34,Man,white,happy,#f4c3aa,5,#d7bd96,9,#E7C1B8,2,1.67,1
output\gpt_image\an_individual_photorealistic\315.png,gpt_image,an_individual_photorealistic,315.png,34,Man,white,happy,#fac3ae,5,#d7bd96,9,#E7C1B8,2,3.41,2
output\gpt_image\an_individual_photorealistic\316.png,gpt_image,an_individual_photorealistic,316.png,28,Man,white,happy,#f8f0d9,3,#f7ead0,11,#FBF2F3,1,8.63,2
output\gpt_image\an_individual_photorealistic\317.png,gpt_image,an_individual_photorealistic,317.png,33,Man,white,happy,#f6d6b8,4,#eadaba,8,#E5C8A6,1,2.71,2
output\gpt_image\an_individual_photorealistic\318.png,gpt_image,an_individual_photorealistic,318.png,30,Man,white,neutral,#fbe7cd,3,#f7ead0,8,#E5C8A6,1,3.21,2
output\gpt_image\an_individual_photorealistic\319.png,gpt_image,an_individual_photorealistic,319.png,35,Man,white,happy,#e8b8a7,5,#d7bd96,9,#E7C1B8,2,4.3,2
output\gpt_image\an_individual_photorealistic\32.png,gpt_image,an_individual_photorealistic,32.png,37,Man,white,happy,#efc5b2,5,#d7bd96,9,#E7C1B8,2,2.35,2
output\gpt_image\an_individual_photorealistic\320.png,gpt_image,an_individual_photorealistic,320.png,33,Man,white,happy,#f5c9a3,5,#d7bd96,8,#E5C8A6,2,5.07,2
output\gpt_image\an_individual_photorealistic\321.png,gpt_image,an_individual_photorealistic,321.png,31,Man,asian,happy,#eebca0,5,#d7bd96,9,#E7C1B8,2,1.82,2
output\gpt_image\an_individual_photorealistic\322.png,gpt_image,an_individual_photorealistic,322.png,32,Man,white,neutral,#f2c3a8,5,#d7bd96,9,#E7C1B8,2,0.82,2
output\gpt_image\an_individual_photorealistic\323.png,gpt_image,an_individual_photorealistic,323.png,35,Man,white,happy,#decab5,4,#eadaba,8,#E5C8A6,1,6.04,2
output\gpt_image\an_individual_photorealistic\324.png,gpt_image,an_individual_photorealistic,324.png,33,Man,white,neutral,#f6e3ce,2,#f3e7db,8,#E5C8A6,1,4.01,2
output\gpt_image\an_individual_photorealistic\325.png,gpt_image,an_individual_photorealistic,325.png,32,Man,white,neutral,#ecccb8,2,#f3e7db,8,#E5C8A6,2,4.2,2
output\gpt_image\an_individual_photorealistic\326.png,gpt_image,an_individual_photorealistic,326.png,31,Woman,white,happy,#facdb1,5,#d7bd96,8,#E5C8A6,2,2.66,2
output\gpt_image\an_individual_photorealistic\327.png,gpt_image,an_individual_photorealistic,327.png,29,Man,white,neutral,#e6d2b7,4,#eadaba,8,#E5C8A6,1,4.46,2
output\gpt_image\an_individual_photorealistic\328.png,gpt_image,an_individual_photorealistic,328.png,33,Man,white,happy,#debdb4,2,#f3e7db,9,#E7C1B8,2,6.19,2
output\gpt_image\an_individual_photorealistic\329.png,gpt_image,an_individual_photorealistic,329.png,31,Man,white,happy,#eec3b0,5,#d7bd96,9,#E7C1B8,2,2.86,2
output\gpt_image\an_individual_photorealistic\33.png,gpt_image,an_individual_photorealistic,33.png,33,Woman,white,happy,#fad7c1,2,#f3e7db,8,#E5C8A6,1,4.3,2
output\gpt_image\an_individual_photorealistic\330.png,gpt_image,an_individual_photorealistic,330.png,32,Man,black,happy,#ce9d84,5,#d7bd96,7,#BEA07E,3,4.56,2
output\gpt_image\an_individual_photorealistic\331.png,gpt_image,an_individual_photorealistic,331.png,31,Man,white,happy,#fcceb8,2,#f3e7db,9,#E7C1B8,2,3.31,1
output\gpt_image\an_individual_photorealistic\332.png,gpt_image,an_individual_photorealistic,332.png,33,Man,white,happy,#fddeb9,4,#eadaba,8,#E5C8A6,1,3.7,2
output\gpt_image\an_individual_photorealistic\333.png,gpt_image,an_individual_photorealistic,333.png,32,Man,white,happy,#f5c8b2,5,#d7bd96,9,#E7C1B8,2,1.94,1
output\gpt_image\an_individual_photorealistic\334.png,gpt_image,an_individual_photorealistic,334.png,32,Woman,white,happy,#fcdace,2,#f3e7db,10,#F3DAD6,2,7.56,1
output\gpt_image\an_individual_photorealistic\335.png,gpt_image,an_individual_photorealistic,335.png,35,Man,white,neutral,#f8d3be,2,#f3e7db,9,#E7C1B8,2,4.24,2
output\gpt_image\an_individual_photorealistic\336.png,gpt_image,an_individual_photorealistic,336.png,33,Man,white,happy,#f6c2a6,5,#d7bd96,9,#E7C1B8,2,1.92,1
output\gpt_image\an_individual_photorealistic\337.png,gpt_image,an_individual_photorealistic,337.png,31,Man,white,happy,#eabda7,5,#d7bd96,9,#E7C1B8,2,1.52,2
output\gpt_image\an_individual_photorealistic\338.png,gpt_image,an_individual_photorealistic,338.png,31,Man,white,happy,#d3a390,5,#d7bd96,9,#E7C1B8,3,4.23,2
output\gpt_image\an_individual_photorealistic\339.png,gpt_image,an_individual_photorealistic,339.png,38,Man,white,happy,#eeb696,5,#d7bd96,9,#E7C1B8,3,3.21,2
output\gpt_image\an_individual_photorealistic\34.png,gpt_image,an_individual_photorealistic,34.png,31,Man,white,happy,#efc8ba,2,#f3e7db,9,#E7C1B8,2,4.34,2
output\gpt_image\an_individual_photorealistic\340.png,gpt_image,an_individual_photorealistic,340.png,33,Man,white,happy,#f6ccb7,2,#f3e7db,9,#E7C1B8,2,2.67,2
output\gpt_image\an_individual_photorealistic\341.png,gpt_image,an_individual_photorealistic,341.png,26,Man,black,happy,#d5956e,6,#a07e56,7,#BEA07E,4,5.27,2
output\gpt_image\an_individual_photorealistic\342.png,gpt_image,an_individual_photorealistic,342.png,36,Man,white,happy,#fbcdb7,2,#f3e7db,9,#E7C1B8,2,3.08,2
output\gpt_image\an_individual_photorealistic\343.png,gpt_image,an_individual_photorealistic,343.png,29,Woman,white,happy,#f5cba8,5,#d7bd96,8,#E5C8A6,2,3.99,2
output\gpt_image\an_individual_photorealistic\344.png,gpt_image,an_individual_photorealistic,344.png,31,Man,white,happy,#f2d3bb,4,#eadaba,8,#E5C8A6,1,2.98,2
output\gpt_image\an_individual_photorealistic\345.png,gpt_image,an_individual_photorealistic,345.png,31,Woman,white,happy,#fdd9bc,4,#eadaba,8,#E5C8A6,1,1.97,2
output\gpt_image\an_individual_photorealistic\346.png,gpt_image,an_individual_photorealistic,346.png,30,Man,white,happy,#eab49c,5,#d7bd96,9,#E7C1B8,2,3.45,2
output\gpt_image\an_individual_photorealistic\347.png,gpt_image,an_individual_photorealistic,347.png,37,Man,white,happy,#f2dfc9,3,#f7ead0,8,#E5C8A6,1,3.95,2
output\gpt_image\an_individual_photorealistic\348.png,gpt_image,an_individual_photorealistic,348.png,28,Woman,white,happy,#fcddc7,2,#f3e7db,8,#E5C8A6,1,2.04,2
output\gpt_image\an_individual_photorealistic\349.png,gpt_image,an_individual_photorealistic,349.png,34,Man,white,happy,#f6caba,2,#f3e7db,9,#E7C1B8,2,3.66,1
output\gpt_image\an_individual_photorealistic\35.png,gpt_image,an_individual_photorealistic,35.png,34,Man,white,happy,#fcedcd,3,#f7ead0,8,#E5C8A6,1,6.8,2
output\gpt_image\an_individual_photorealistic\350.png,gpt_image,an_individual_photorealistic,350.png,35,Man,white,happy,#e9bca6,5,#d7bd96,9,#E7C1B8,2,2.21,2
output\gpt_image\an_individual_photorealistic\351.png,gpt_image,an_individual_photorealistic,351.png,34,Man,white,neutral,#f7e5c5,3,#f7ead0,8,#E5C8A6,1,5.47,2
output\gpt_image\an_individual_photorealistic\352.png,gpt_image,an_individual_photorealistic,352.png,33,Man,white,happy,#ddb8a8,5,#d7bd96,9,#E7C1B8,2,4.41,2
output\gpt_image\an_individual_photorealistic\353.png,gpt_image,an_individual_photorealistic,353.png,33,Man,white,happy,#f4c6ae,5,#d7bd96,9,#E7C1B8,2,1.1,2
output\gpt_image\an_individual_photorealistic\354.png,gpt_image,an_individual_photorealistic,354.png,30,Man,black,happy,#f2bc9d,5,#d7bd96,9,#E7C1B8,2,2.26,2
output\gpt_image\an_individual_photorealistic\355.png,gpt_image,an_individual_photorealistic,355.png,33,Man,white,happy,#f1c2a9,5,#d7bd96,9,#E7C1B8,2,0.52,2
output\gpt_image\an_individual_photorealistic\356.png,gpt_image,an_individual_photorealistic,356.png,30,Man,white,happy,#e5b8ab,5,#d7bd96,9,#E7C1B8,2,4.87,2
output\gpt_image\an_individual_photorealistic\357.png,gpt_image,an_individual_photorealistic,357.png,36,Man,white,happy,#eebb9b,5,#d7bd96,8,#E5C8A6,2,2.45,2
output\gpt_image\an_individual_photorealistic\358.png,gpt_image,an_individual_photorealistic,358.png,33,Man,white,happy,#edc4b5,2,#f3e7db,9,#E7C1B8,2,3.56,2
output\gpt_image\an_individual_photorealistic\359.png,gpt_image,an_individual_photorealistic,359.png,32,Man,white,neutral,#fcf7db,3,#f7ead0,8,#E5C8A6,1,10.9,2
output\gpt_image\an_individual_photorealistic\36.png,gpt_image,an_individual_photorealistic,36.png,30,Man,white,neutral,#f9e7d3,2,#f3e7db,8,#E5C8A6,1,4.08,2
output\gpt_image\an_individual_photorealistic\360.png,gpt_image,an_individual_photorealistic,360.png,34,Man,white,happy,#f4d4c4,2,#f3e7db,10,#F3DAD6,2,5.33,1
output\gpt_image\an_individual_photorealistic\361.png,gpt_image,an_individual_photorealistic,361.png,30,Woman,asian,happy,#fee9c9,3,#f7ead0,8,#E5C8A6,1,5.3,2
output\gpt_image\an_individual_photorealistic\362.png,gpt_image,an_individual_photorealistic,362.png,31,Man,white,happy,#ebb89f,5,#d7bd96,9,#E7C1B8,2,2.73,2
output\gpt_image\an_individual_photorealistic\363.png,gpt_image,an_individual_photorealistic,363.png,28,Woman,white,happy,#ebc7bd,2,#f3e7db,9,#E7C1B8,2,5.8,2
output\gpt_image\an_individual_photorealistic\364.png,gpt_image,an_individual_photorealistic,364.png,33,Man,white,happy,#f3d6c1,2,#f3e7db,8,#E5C8A6,1,3.39,2
output\gpt_image\an_individual_photorealistic\365.png,gpt_image,an_individual_photorealistic,365.png,35,Woman,white,happy,#f4d0c5,2,#f3e7db,9,#E7C1B8,2,6.28,2
output\gpt_image\an_individual_photorealistic\366.png,gpt_image,an_individual_photorealistic,366.png,34,Man,white,happy,#f6ccb7,2,#f3e7db,9,#E7C1B8,2,2.68,2
output\gpt_image\an_individual_photorealistic\367.png,gpt_image,an_individual_photorealistic,367.png,26,Woman,white,happy,#ebc3b4,2,#f3e7db,9,#E7C1B8,2,3.48,2
output\gpt_image\an_individual_photorealistic\368.png,gpt_image,an_individual_photorealistic,368.png,33,Man,white,happy,#f1bea4,5,#d7bd96,9,#E7C1B8,2,1.72,2
output\gpt_image\an_individual_photorealistic\369.png,gpt_image,an_individual_photorealistic,369.png,29,Man,white,happy,#fac8ad,5,#d7bd96,9,#E7C1B8,2,2.04,2
output\gpt_image\an_individual_photorealistic\37.png,gpt_image,an_individual_photorealistic,37.png,35,Man,white,happy,#f3d0b3,5,#d7bd96,8,#E5C8A6,1,3.45,2
output\gpt_image\an_individual_photorealistic\370.png,gpt_image,an_individual_photorealistic,370.png,34,Man,white,happy,#f6e2c0,4,#eadaba,8,#E5C8A6,1,4.57,2
output\gpt_image\an_individual_photorealistic\371.png,gpt_image,an_individual_photorealistic,371.png,30,Man,white,happy,#fadcc8,2,#f3e7db,10,#F3DAD6,1,2.56,2
output\gpt_image\an_individual_photorealistic\372.png,gpt_image,an_individual_photorealistic,372.png,33,Man,white,neutral,#f9d1bd,2,#f3e7db,9,#E7C1B8,2,4.1,2
output\gpt_image\an_individual_photorealistic\373.png,gpt_image,an_individual_photorealistic,373.png,30,Man,white,happy,#eacdaa,5,#d7bd96,8,#E5C8A6,1,5.03,2
output\gpt_image\an_individual_photorealistic\374.png,gpt_image,an_individual_photorealistic,374.png,33,Man,black,happy,#e3ad91,5,#d7bd96,9,#E7C1B8,3,1.48,2
output\gpt_image\an_individual_photorealistic\375.png,gpt_image,an_individual_photorealistic,375.png,39,Man,white,happy,#f7c7b2,5,#d7bd96,9,#E7C1B8,2,2.49,2
output\gpt_image\an_individual_photorealistic\376.png,gpt_image,an_individual_photorealistic,376.png,29,Man,white,happy,#f9d4c1,2,#f3e7db,9,#E7C1B8,2,4.74,2
output\gpt_image\an_individual_photorealistic\377.png,gpt_image,an_individual_photorealistic,377.png,33,Man,white,happy,#fdf0da,3,#f7ead0,11,#FBF2F3,1,6.28,2
output\gpt_image\an_individual_photorealistic\378.png,gpt_image,an_individual_photorealistic,378.png,32,Man,white,happy,#fadcbf,4,#eadaba,8,#E5C8A6,1,1.22,2
output\gpt_image\an_individual_photorealistic\379.png,gpt_image,an_individual_photorealistic,379.png,33,Man,white,happy,#f7c6ad,5,#d7bd96,9,#E7C1B8,2,1.6,2
output\gpt_image\an_individual_photorealistic\38.png,gpt_image,an_individual_photorealistic,38.png,33,Man,white,happy,#f1c9b9,2,#f3e7db,9,#E7C1B8,2,4.0,2
output\gpt_image\an_individual_photorealistic\380.png,gpt_image,an_individual_photorealistic,380.png,37,Man,white,happy,#efc3a9,5,#d7bd96,9,#E7C1B8,2,0.44,2
output\gpt_image\an_individual_photorealistic\381.png,gpt_image,an_individual_photorealistic,381.png,31,Man,white,happy,#f6c8b9,2,#f3e7db,9,#E7C1B8,2,4.4,2
output\gpt_image\an_individual_photorealistic\382.png,gpt_image,an_individual_photorealistic,382.png,33,Man,white,happy,#e9bba2,5,#d7bd96,9,#E7C1B8,2,1.83,2
output\gpt_image\an_individual_photorealistic\383.png,gpt_image,an_individual_photorealistic,383.png,29,Man,white,happy,#ecc7ab,5,#d7bd96,8,#E5C8A6,2,3.09,2
output\gpt_image\an_individual_photorealistic\384.png,gpt_image,an_individual_photorealistic,384.png,37,Man,white,happy,#f7cfb9,2,#f3e7db,9,#E7C1B8,2,3.15,2
output\gpt_image\an_individual_photorealistic\385.png,gpt_image,an_individual_photorealistic,385.png,33,Man,white,happy,#fcd6bf,2,#f3e7db,8,#E5C8A6,1,4.78,2
output\gpt_image\an_individual_photorealistic\386.png,gpt_image,an_individual_photorealistic,386.png,36,Man,white,happy,#faf4db,3,#f7ead0,11,#FBF2F3,1,9.63,2
output\gpt_image\an_individual_photorealistic\387.png,gpt_image,an_individual_photorealistic,387.png,32,Man,white,happy,#f9ccb8,2,#f3e7db,9,#E7C1B8,2,3.25,2
output\gpt_image\an_individual_photorealistic\388.png,gpt_image,an_individual_photorealistic,388.png,33,Man,white,happy,#faf4dd,3,#f7ead0,11,#FBF2F3,1,10.14,2
output\gpt_image\an_individual_photorealistic\389.png,gpt_image,an_individual_photorealistic,389.png,31,Man,white,happy,#f3dcc9,2,#f3e7db,8,#E5C8A6,1,3.16,2
output\gpt_image\an_individual_photorealistic\39.png,gpt_image,an_individual_photorealistic,39.png,34,Man,white,happy,#fad4c6,2,#f3e7db,9,#E7C1B8,2,5.72,2
output\gpt_image\an_individual_photorealistic\390.png,gpt_image,an_individual_photorealistic,390.png,33,Man,white,happy,#f7e2c9,3,#f7ead0,8,#E5C8A6,1,2.71,2
output\gpt_image\an_individual_photorealistic\391.png,gpt_image,an_individual_photorealistic,391.png,30,Woman,white,happy,#f7d8ba,4,#eadaba,8,#E5C8A6,1,2.1,2
output\gpt_image\an_individual_photorealistic\392.png,gpt_image,an_individual_photorealistic,392.png,35,Man,white,happy,#fde9d1,3,#f7ead0,8,#E5C8A6,1,3.5,2
output\gpt_image\an_individual_photorealistic\393.png,gpt_image,an_individual_photorealistic,393.png,32,Man,black,happy,#fabe9b,5,#d7bd96,8,#E5C8A6,2,3.63,2
output\gpt_image\an_individual_photorealistic\394.png,gpt_image,an_individual_photorealistic,394.png,32,Man,white,happy,#fad4bb,2,#f3e7db,8,#E5C8A6,2,4.34,1
output\gpt_image\an_individual_photorealistic\395.png,gpt_image,an_individual_photorealistic,395.png,32,Man,white,happy,#e4bba8,5,#d7bd96,9,#E7C1B8,2,3.09,2
output\gpt_image\an_individual_photorealistic\396.png,gpt_image,an_individual_photorealistic,396.png,33,Man,white,happy,#fcf0e2,2,#f3e7db,11,#FBF2F3,1,6.88,2
output\gpt_image\an_individual_photorealistic\397.png,gpt_image,an_individual_photorealistic,397.png,31,Man,white,happy,#dbae95,5,#d7bd96,9,#E7C1B8,3,2.28,2
output\gpt_image\an_individual_photorealistic\398.png,gpt_image,an_individual_photorealistic,398.png,29,Woman,latino hispanic,happy,#e5a37e,5,#d7bd96,7,#BEA07E,3,3.7,2
output\gpt_image\an_individual_photorealistic\399.png,gpt_image,an_individual_photorealistic,399.png,31,Man,white,happy,#fcd8bf,2,#f3e7db,8,#E5C8A6,1,3.6,2
output\gpt_image\an_individual_photorealistic\4.png,gpt_image,an_individual_photorealistic,4.png,33,Man,white,happy,#fedcc2,2,#f3e7db,8,#E5C8A6,1,2.16,2
output\gpt_image\an_individual_photorealistic\40.png,gpt_image,an_individual_photorealistic,40.png,33,Woman,white,happy,#f4d3c9,2,#f3e7db,10,#F3DAD6,2,6.85,2
output\gpt_image\an_individual_photorealistic\400.png,gpt_image,an_individual_photorealistic,400.png,34,Man,white,happy,#f2ccb4,5,#d7bd96,8,#E5C8A6,2,2.62,2
output\gpt_image\an_individual_photorealistic\41.png,gpt_image,an_individual_photorealistic,41.png,32,Man,white,neutral,#e6b69d,5,#d7bd96,9,#E7C1B8,2,3.07,2
