File Path,Model,Prompt,Filename,Age,Gender,Race,Emotion,P_Skin_Hex,P_MST_Index,P_MST_Hex,P_PERLA_Index,P_PERLA_Hex,P_FST_Type,P_FST_DeltaE,P_N_Clusters
output\gemini_flash\someone_photorealistic\349.png,gemini_flash,someone_photorealistic,349.png,33,Woman,white,happy,#e3cfc2,2,#f3e7db,10,#F3DAD6,1,6.73,1
output\gemini_flash\someone_photorealistic\35.png,gemini_flash,someone_photorealistic,35.png,30,Woman,white,happy,#ce9a77,5,#d7bd96,7,#BEA07E,3,4.9,2
output\gemini_flash\someone_photorealistic\350.png,gemini_flash,someone_photorealistic,350.png,27,Woman,white,happy,#dbb8a2,5,#d7bd96,9,#E7C1B8,2,4.46,1
output\gemini_flash\someone_photorealistic\351.png,gemini_flash,someone_photorealistic,351.png,27,Woman,white,happy,#ac795f,6,#a07e56,6,#9D7A54,4,5.93,2
output\gemini_flash\someone_photorealistic\352.png,gemini_flash,someone_photorealistic,352.png,26,Woman,white,happy,#c89f89,5,#d7bd96,7,#BEA07E,3,5.19,2
output\gemini_flash\someone_photorealistic\353.png,gemini_flash,someone_photorealistic,353.png,30,Woman,white,neutral,#e1b9a0,5,#d7bd96,8,#E5C8A6,2,2.91,1
output\gemini_flash\someone_photorealistic\354.png,gemini_flash,someone_photorealistic,354.png,26,Woman,white,happy,#e8bba0,5,#d7bd96,9,#E7C1B8,2,1.94,2
output\gemini_flash\someone_photorealistic\355.png,gemini_flash,someone_photorealistic,355.png,36,Woman,white,neutral,#e0c5b4,5,#d7bd96,9,#E7C1B8,2,5.46,1
output\gemini_flash\someone_photorealistic\356.png,gemini_flash,someone_photorealistic,356.png,27,Woman,white,happy,#c1937a,6,#a07e56,7,#BEA07E,4,4.98,2
output\gemini_flash\someone_photorealistic\357.png,gemini_flash,someone_photorealistic,357.png,31,Woman,white,neutral,#d6b6a7,5,#d7bd96,9,#E7C1B8,2,5.61,2
output\gemini_flash\someone_photorealistic\358.png,gemini_flash,someone_photorealistic,358.png,26,Woman,white,happy,#c59782,6,#a07e56,7,#BEA07E,4,5.91,2
output\gemini_flash\someone_photorealistic\359.png,gemini_flash,someone_photorealistic,359.png,27,Woman,white,happy,#caa48a,5,#d7bd96,7,#BEA07E,3,4.58,2
output\gemini_flash\someone_photorealistic\36.png,gemini_flash,someone_photorealistic,36.png,36,Woman,white,neutral,#dab5a0,5,#d7bd96,9,#E7C1B8,2,4.14,2
output\gemini_flash\someone_photorealistic\360.png,gemini_flash,someone_photorealistic,360.png,31,Woman,white,neutral,#caa08f,5,#d7bd96,9,#E7C1B8,3,5.66,2
output\gemini_flash\someone_photorealistic\361.png,gemini_flash,someone_photorealistic,361.png,32,Woman,white,happy,#e0b39c,5,#d7bd96,9,#E7C1B8,3,3.25,2
output\gemini_flash\someone_photorealistic\362.png,gemini_flash,someone_photorealistic,362.png,31,Woman,white,happy,#d7b5a0,5,#d7bd96,9,#E7C1B8,3,5.03,1
output\gemini_flash\someone_photorealistic\363.png,gemini_flash,someone_photorealistic,363.png,31,Woman,white,happy,#cf9f8a,5,#d7bd96,7,#BEA07E,3,4.64,2
output\gemini_flash\someone_photorealistic\364.png,gemini_flash,someone_photorealistic,364.png,24,Woman,white,happy,#d3ab91,5,#d7bd96,7,#BEA07E,3,2.93,2
output\gemini_flash\someone_photorealistic\365.png,gemini_flash,someone_photorealistic,365.png,33,Woman,white,neutral,#d0af9a,5,#d7bd96,7,#BEA07E,3,4.98,2
output\gemini_flash\someone_photorealistic\366.png,gemini_flash,someone_photorealistic,366.png,30,Woman,white,happy,#d0b7a4,5,#d7bd96,8,#E5C8A6,2,6.93,1
output\gemini_flash\someone_photorealistic\367.png,gemini_flash,someone_photorealistic,367.png,31,Woman,white,neutral,#d4b09a,5,#d7bd96,9,#E7C1B8,3,4.24,2
output\gemini_flash\someone_photorealistic\368.png,gemini_flash,someone_photorealistic,368.png,25,Woman,middle eastern,happy,#af735b,6,#a07e56,6,#9D7A54,4,7.12,2
output\gemini_flash\someone_photorealistic\369.png,gemini_flash,someone_photorealistic,369.png,31,Woman,white,happy,#c9a491,5,#d7bd96,7,#BEA07E,3,5.45,1
output\gemini_flash\someone_photorealistic\37.png,gemini_flash,someone_photorealistic,37.png,25,Woman,white,happy,#d2a898,5,#d7bd96,9,#E7C1B8,3,5.24,1
output\gemini_flash\someone_photorealistic\370.png,gemini_flash,someone_photorealistic,370.png,28,Woman,white,happy,#c18d78,6,#a07e56,7,#BEA07E,4,4.15,1
output\gemini_flash\someone_photorealistic\371.png,gemini_flash,someone_photorealistic,371.png,26,Woman,white,happy,#ad9588,6,#a07e56,7,#BEA07E,4,10.82,1
output\gemini_flash\someone_photorealistic\372.png,gemini_flash,someone_photorealistic,372.png,30,Woman,white,happy,#a8775f,6,#a07e56,6,#9D7A54,4,6.98,1
output\gemini_flash\someone_photorealistic\373.png,gemini_flash,someone_photorealistic,373.png,31,Woman,white,happy,#a16949,7,#825c43,6,#9D7A54,5,8.5,2
output\gemini_flash\someone_photorealistic\374.png,gemini_flash,someone_photorealistic,374.png,29,Woman,white,happy,#d4a68a,5,#d7bd96,7,#BEA07E,3,2.15,2
output\gemini_flash\someone_photorealistic\375.png,gemini_flash,someone_photorealistic,375.png,28,Woman,white,happy,#9d6b50,7,#825c43,5,#81654F,5,8.1,1
output\gemini_flash\someone_photorealistic\376.png,gemini_flash,someone_photorealistic,376.png,24,Woman,white,happy,#c49a87,6,#a07e56,7,#BEA07E,3,6.76,1
output\gemini_flash\someone_photorealistic\377.png,gemini_flash,someone_photorealistic,377.png,25,Woman,white,neutral,#b27e6e,6,#a07e56,6,#9D7A54,4,5.76,2
output\gemini_flash\someone_photorealistic\378.png,gemini_flash,someone_photorealistic,378.png,25,Woman,white,happy,#c59588,6,#a07e56,9,#E7C1B8,4,7.37,2
output\gemini_flash\someone_photorealistic\379.png,gemini_flash,someone_photorealistic,379.png,25,Woman,white,neutral,#b6826a,6,#a07e56,6,#9D7A54,4,3.48,2
output\gemini_flash\someone_photorealistic\38.png,gemini_flash,someone_photorealistic,38.png,24,Woman,white,happy,#c79f91,5,#d7bd96,9,#E7C1B8,3,6.94,1
output\gemini_flash\someone_photorealistic\380.png,gemini_flash,someone_photorealistic,380.png,25,Woman,white,happy,#bd8370,6,#a07e56,6,#9D7A54,4,4.29,1
output\gemini_flash\someone_photorealistic\381.png,gemini_flash,someone_photorealistic,381.png,33,Woman,white,happy,#c9a38e,5,#d7bd96,7,#BEA07E,3,4.91,2
output\gemini_flash\someone_photorealistic\382.png,gemini_flash,someone_photorealistic,382.png,30,Woman,white,neutral,#dcbca5,5,#d7bd96,8,#E5C8A6,2,4.54,1
output\gemini_flash\someone_photorealistic\383.png,gemini_flash,someone_photorealistic,383.png,24,Woman,white,happy,#c1978b,6,#a07e56,9,#E7C1B8,4,8.32,1
output\gemini_flash\someone_photorealistic\384.png,gemini_flash,someone_photorealistic,384.png,33,Woman,white,happy,#dcc3b7,2,#f3e7db,9,#E7C1B8,2,6.53,1
output\gemini_flash\someone_photorealistic\385.png,gemini_flash,someone_photorealistic,385.png,24,Woman,white,happy,#d2ae98,5,#d7bd96,7,#BEA07E,3,4.12,2
output\gemini_flash\someone_photorealistic\386.png,gemini_flash,someone_photorealistic,386.png,26,Woman,white,happy,#cb8c73,6,#a07e56,7,#BEA07E,4,3.07,2
output\gemini_flash\someone_photorealistic\387.png,gemini_flash,someone_photorealistic,387.png,27,Woman,white,happy,#a87254,6,#a07e56,6,#9D7A54,4,7.94,2
output\gemini_flash\someone_photorealistic\388.png,gemini_flash,someone_photorealistic,388.png,27,Woman,white,happy,#9e7869,6,#a07e56,6,#9D7A54,4,9.88,2
output\gemini_flash\someone_photorealistic\389.png,gemini_flash,someone_photorealistic,389.png,25,Woman,white,happy,#b78d80,6,#a07e56,7,#BEA07E,4,7.18,1
output\gemini_flash\someone_photorealistic\39.png,gemini_flash,someone_photorealistic,39.png,29,Woman,white,happy,#d1a586,5,#d7bd96,7,#BEA07E,3,2.76,2
output\gemini_flash\someone_photorealistic\390.png,gemini_flash,someone_photorealistic,390.png,28,Woman,white,happy,#ddc0aa,5,#d7bd96,8,#E5C8A6,2,4.89,1
output\gemini_flash\someone_photorealistic\391.png,gemini_flash,someone_photorealistic,391.png,25,Woman,white,happy,#bc9787,6,#a07e56,7,#BEA07E,4,7.87,1
output\gemini_flash\someone_photorealistic\392.png,gemini_flash,someone_photorealistic,392.png,24,Woman,white,happy,#a87f78,6,#a07e56,6,#9D7A54,4,10.48,1
output\gemini_flash\someone_photorealistic\393.png,gemini_flash,someone_photorealistic,393.png,26,Woman,white,happy,#d4a488,5,#d7bd96,7,#BEA07E,3,2.59,2
output\gemini_flash\someone_photorealistic\394.png,gemini_flash,someone_photorealistic,394.png,24,Woman,white,happy,#c2998b,6,#a07e56,7,#BEA07E,3,8.43,1
output\gemini_flash\someone_photorealistic\395.png,gemini_flash,someone_photorealistic,395.png,27,Woman,white,happy,#cd9774,6,#a07e56,7,#BEA07E,4,5.51,2
output\gemini_flash\someone_photorealistic\396.png,gemini_flash,someone_photorealistic,396.png,27,Woman,white,neutral,#cda088,5,#d7bd96,7,#BEA07E,3,3.99,2
output\gemini_flash\someone_photorealistic\397.png,gemini_flash,someone_photorealistic,397.png,33,Woman,white,neutral,#b18469,6,#a07e56,6,#9D7A54,4,4.53,2
output\gemini_flash\someone_photorealistic\398.png,gemini_flash,someone_photorealistic,398.png,27,Woman,white,happy,#c49382,6,#a07e56,7,#BEA07E,4,6.02,2
output\gemini_flash\someone_photorealistic\399.png,gemini_flash,someone_photorealistic,399.png,30,Woman,white,neutral,#d2aa90,5,#d7bd96,7,#BEA07E,3,2.69,1
output\gemini_flash\someone_photorealistic\4.png,gemini_flash,someone_photorealistic,4.png,24,Woman,white,happy,#eeb489,5,#d7bd96,8,#E5C8A6,3,4.38,2
output\gemini_flash\someone_photorealistic\40.png,gemini_flash,someone_photorealistic,40.png,37,Woman,white,neutral,#e1bdab,5,#d7bd96,9,#E7C1B8,2,3.46,1
output\gemini_flash\someone_photorealistic\400.png,gemini_flash,someone_photorealistic,400.png,24,Woman,white,happy,#c7a595,5,#d7bd96,7,#BEA07E,3,6.51,2
output\gemini_flash\someone_photorealistic\41.png,gemini_flash,someone_photorealistic,41.png,30,Woman,white,neutral,#c09e84,5,#d7bd96,7,#BEA07E,3,6.32,2
output\gemini_flash\someone_photorealistic\42.png,gemini_flash,someone_photorealistic,42.png,30,Woman,white,happy,#d2b29b,5,#d7bd96,7,#BEA07E,3,5.53,1
output\gemini_flash\someone_photorealistic\43.png,gemini_flash,someone_photorealistic,43.png,30,Woman,middle eastern,neutral,#d5a587,5,#d7bd96,7,#BEA07E,3,2.21,2
output\gemini_flash\someone_photorealistic\44.png,gemini_flash,someone_photorealistic,44.png,26,Woman,white,happy,#d2a792,5,#d7bd96,9,#E7C1B8,3,3.63,1
output\gemini_flash\someone_photorealistic\45.png,gemini_flash,someone_photorealistic,45.png,24,Woman,white,happy,#ddbdab,5,#d7bd96,9,#E7C1B8,2,4.46,1
output\gemini_flash\someone_photorealistic\46.png,gemini_flash,someone_photorealistic,46.png,28,Woman,white,happy,#ad7c5c,6,#a07e56,6,#9D7A54,4,5.91,2
output\gemini_flash\someone_photorealistic\47.png,gemini_flash,someone_photorealistic,47.png,33,Woman,white,neutral,#caa290,5,#d7bd96,7,#BEA07E,3,5.32,2
output\gemini_flash\someone_photorealistic\48.png,gemini_flash,someone_photorealistic,48.png,34,Woman,white,neutral,#cdab97,5,#d7bd96,7,#BEA07E,3,5.18,2
output\gemini_flash\someone_photorealistic\49.png,gemini_flash,someone_photorealistic,49.png,31,Woman,middle eastern,happy,#cf9d80,5,#d7bd96,7,#BEA07E,3,4.32,2
output\gemini_flash\someone_photorealistic\5.png,gemini_flash,someone_photorealistic,5.png,30,Woman,white,neutral,#d6a386,5,#d7bd96,7,#BEA07E,3,2.43,2
output\gemini_flash\someone_photorealistic\50.png,gemini_flash,someone_photorealistic,50.png,30,Woman,white,happy,#c7a28b,5,#d7bd96,7,#BEA07E,3,4.93,2
output\gemini_flash\someone_photorealistic\51.png,gemini_flash,someone_photorealistic,51.png,30,Woman,white,happy,#cca289,5,#d7bd96,7,#BEA07E,3,3.72,2
output\gemini_flash\someone_photorealistic\52.png,gemini_flash,someone_photorealistic,52.png,25,Woman,white,happy,#caa096,5,#d7bd96,9,#E7C1B8,3,8.27,1
output\gemini_flash\someone_photorealistic\53.png,gemini_flash,someone_photorealistic,53.png,30,Woman,white,neutral,#d3b6a0,5,#d7bd96,8,#E5C8A6,2,6.03,2
output\gemini_flash\someone_photorealistic\54.png,gemini_flash,someone_photorealistic,54.png,28,Woman,white,neutral,#d6a789,5,#d7bd96,7,#BEA07E,3,1.95,2
output\gemini_flash\someone_photorealistic\55.png,gemini_flash,someone_photorealistic,55.png,28,Woman,white,happy,#c99a83,6,#a07e56,7,#BEA07E,3,5.77,2
output\gemini_flash\someone_photorealistic\56.png,gemini_flash,someone_photorealistic,56.png,35,Woman,white,neutral,#d5b19d,5,#d7bd96,9,#E7C1B8,3,4.58,2
output\gemini_flash\someone_photorealistic\57.png,gemini_flash,someone_photorealistic,57.png,31,Woman,white,happy,#bf9687,6,#a07e56,7,#BEA07E,4,7.72,2
output\gemini_flash\someone_photorealistic\58.png,gemini_flash,someone_photorealistic,58.png,26,Woman,white,happy,#bca298,5,#d7bd96,7,#BEA07E,3,8.96,1
output\gemini_flash\someone_photorealistic\59.png,gemini_flash,someone_photorealistic,59.png,26,Woman,middle eastern,happy,#b0816f,6,#a07e56,6,#9D7A54,4,5.45,1
output\gemini_flash\someone_photorealistic\6.png,gemini_flash,someone_photorealistic,6.png,28,Woman,white,neutral,#d19c81,5,#d7bd96,7,#BEA07E,3,4.41,2
output\gemini_flash\someone_photorealistic\60.png,gemini_flash,someone_photorealistic,60.png,31,Woman,middle eastern,happy,#d1a68b,5,#d7bd96,7,#BEA07E,3,2.89,2
output\gemini_flash\someone_photorealistic\61.png,gemini_flash,someone_photorealistic,61.png,26,Woman,white,happy,#c59c85,5,#d7bd96,7,#BEA07E,3,5.8,2
output\gemini_flash\someone_photorealistic\62.png,gemini_flash,someone_photorealistic,62.png,29,Woman,white,happy,#d1a387,5,#d7bd96,7,#BEA07E,3,3.0,2
output\gemini_flash\someone_photorealistic\63.png,gemini_flash,someone_photorealistic,63.png,26,Woman,white,happy,#b38779,6,#a07e56,6,#9D7A54,4,6.7,2
output\gemini_flash\someone_photorealistic\64.png,gemini_flash,someone_photorealistic,64.png,25,Woman,white,happy,#ba9a93,6,#a07e56,9,#E7C1B8,3,11.08,2
output\gemini_flash\someone_photorealistic\65.png,gemini_flash,someone_photorealistic,65.png,30,Woman,white,happy,#d0a38b,5,#d7bd96,7,#BEA07E,3,3.35,2
output\gemini_flash\someone_photorealistic\66.png,gemini_flash,someone_photorealistic,66.png,28,Woman,white,happy,#d5b19d,5,#d7bd96,9,#E7C1B8,3,4.63,1
output\gemini_flash\someone_photorealistic\67.png,gemini_flash,someone_photorealistic,67.png,33,Woman,white,neutral,#d4ae9b,5,#d7bd96,9,#E7C1B8,3,4.16,2
output\gemini_flash\someone_photorealistic\68.png,gemini_flash,someone_photorealistic,68.png,29,Woman,white,happy,#d7af99,5,#d7bd96,9,#E7C1B8,3,3.54,2
output\gemini_flash\someone_photorealistic\69.png,gemini_flash,someone_photorealistic,69.png,26,Woman,white,happy,#aa7865,6,#a07e56,6,#9D7A54,4,7.22,1
output\gemini_flash\someone_photorealistic\7.png,gemini_flash,someone_photorealistic,7.png,31,Woman,white,neutral,#d1af98,5,#d7bd96,7,#BEA07E,3,4.63,2
output\gemini_flash\someone_photorealistic\70.png,gemini_flash,someone_photorealistic,70.png,24,Woman,white,happy,#caaba4,5,#d7bd96,9,#E7C1B8,3,8.78,1
output\gemini_flash\someone_photorealistic\71.png,gemini_flash,someone_photorealistic,71.png,34,Woman,white,neutral,#d3b19a,5,#d7bd96,7,#BEA07E,3,4.39,2
output\gemini_flash\someone_photorealistic\72.png,gemini_flash,someone_photorealistic,72.png,28,Woman,white,happy,#c29782,6,#a07e56,7,#BEA07E,4,6.37,1
output\gemini_flash\someone_photorealistic\73.png,gemini_flash,someone_photorealistic,73.png,32,Woman,white,neutral,#d1b19a,5,#d7bd96,7,#BEA07E,3,5.28,2
output\gemini_flash\someone_photorealistic\74.png,gemini_flash,someone_photorealistic,74.png,28,Woman,white,happy,#cfa78b,5,#d7bd96,7,#BEA07E,3,3.13,2
output\gemini_flash\someone_photorealistic\75.png,gemini_flash,someone_photorealistic,75.png,28,Woman,white,happy,#d7a693,5,#d7bd96,9,#E7C1B8,3,4.23,1
output\gemini_flash\someone_photorealistic\76.png,gemini_flash,someone_photorealistic,76.png,25,Woman,white,happy,#cea492,5,#d7bd96,9,#E7C1B8,3,4.96,1
output\gemini_flash\someone_photorealistic\77.png,gemini_flash,someone_photorealistic,77.png,26,Woman,white,neutral,#c3a799,5,#d7bd96,7,#BEA07E,3,7.87,2
output\gemini_flash\someone_photorealistic\78.png,gemini_flash,someone_photorealistic,78.png,28,Woman,white,happy,#986e5b,7,#825c43,5,#81654F,5,9.06,2
output\gemini_flash\someone_photorealistic\79.png,gemini_flash,someone_photorealistic,79.png,26,Woman,middle eastern,happy,#ab7763,6,#a07e56,6,#9D7A54,4,6.98,1
output\gemini_flash\someone_photorealistic\8.png,gemini_flash,someone_photorealistic,8.png,31,Woman,white,happy,#c9a185,5,#d7bd96,7,#BEA07E,3,4.45,2
output\gemini_flash\someone_photorealistic\80.png,gemini_flash,someone_photorealistic,80.png,28,Woman,white,happy,#996658,7,#825c43,5,#81654F,5,7.08,2
output\gemini_flash\someone_photorealistic\81.png,gemini_flash,someone_photorealistic,81.png,33,Woman,white,neutral,#e6c8b8,2,#f3e7db,9,#E7C1B8,2,4.9,1
output\gemini_flash\someone_photorealistic\82.png,gemini_flash,someone_photorealistic,82.png,31,Woman,white,happy,#cda086,5,#d7bd96,7,#BEA07E,3,3.83,2
output\gemini_flash\someone_photorealistic\83.png,gemini_flash,someone_photorealistic,83.png,28,Woman,white,neutral,#8a5840,7,#825c43,4,#6F503C,5,1.53,2
output\gemini_flash\someone_photorealistic\84.png,gemini_flash,someone_photorealistic,84.png,35,Woman,white,neutral,#d9b7a2,5,#d7bd96,9,#E7C1B8,2,4.63,2
output\gemini_flash\someone_photorealistic\85.png,gemini_flash,someone_photorealistic,85.png,33,Woman,white,happy,#ead5c8,2,#f3e7db,10,#F3DAD6,1,5.52,1
output\gemini_flash\someone_photorealistic\86.png,gemini_flash,someone_photorealistic,86.png,28,Woman,white,happy,#e1baa7,5,#d7bd96,9,#E7C1B8,2,3.31,1
output\gemini_flash\someone_photorealistic\87.png,gemini_flash,someone_photorealistic,87.png,25,Woman,white,happy,#cda192,5,#d7bd96,9,#E7C1B8,3,6.08,2
output\gemini_flash\someone_photorealistic\88.png,gemini_flash,someone_photorealistic,88.png,29,Woman,white,neutral,#d1a387,5,#d7bd96,7,#BEA07E,3,2.92,2
output\gemini_flash\someone_photorealistic\89.png,gemini_flash,someone_photorealistic,89.png,29,Woman,white,neutral,#caae98,5,#d7bd96,7,#BEA07E,3,5.89,1
output\gemini_flash\someone_photorealistic\9.png,gemini_flash,someone_photorealistic,9.png,36,Woman,white,neutral,#ccac99,5,#d7bd96,7,#BEA07E,3,5.42,2
output\gemini_flash\someone_photorealistic\90.png,gemini_flash,someone_photorealistic,90.png,33,Woman,white,neutral,#d2b4a0,5,#d7bd96,8,#E5C8A6,3,6.07,2
output\gemini_flash\someone_photorealistic\91.png,gemini_flash,someone_photorealistic,91.png,26,Woman,white,happy,#ca9c8e,5,#d7bd96,9,#E7C1B8,3,7.29,1
output\gemini_flash\someone_photorealistic\92.png,gemini_flash,someone_photorealistic,92.png,29,Woman,white,neutral,#cc997c,6,#a07e56,7,#BEA07E,3,5.03,2
output\gemini_flash\someone_photorealistic\93.png,gemini_flash,someone_photorealistic,93.png,27,Woman,white,happy,#bd9787,6,#a07e56,7,#BEA07E,4,7.44,1
output\gemini_flash\someone_photorealistic\94.png,gemini_flash,someone_photorealistic,94.png,25,Woman,white,happy,#c39a8b,6,#a07e56,7,#BEA07E,3,7.63,1
output\gemini_flash\someone_photorealistic\95.png,gemini_flash,someone_photorealistic,95.png,28,Woman,white,happy,#cea587,5,#d7bd96,7,#BEA07E,3,3.31,2
output\gemini_flash\someone_photorealistic\96.png,gemini_flash,someone_photorealistic,96.png,24,Woman,white,happy,#a9725e,6,#a07e56,6,#9D7A54,4,7.89,2
output\gemini_flash\someone_photorealistic\97.png,gemini_flash,someone_photorealistic,97.png,29,Woman,white,happy,#cfaf98,5,#d7bd96,7,#BEA07E,3,5.32,1
output\gemini_flash\someone_photorealistic\98.png,gemini_flash,someone_photorealistic,98.png,35,Woman,white,neutral,#d5b4a1,5,#d7bd96,9,#E7C1B8,2,5.49,2
output\gemini_flash\someone_photorealistic\99.png,gemini_flash,someone_photorealistic,99.png,25,Woman,white,happy,#c1a293,5,#d7bd96,7,#BEA07E,3,7.59,1
output\gpt_image\an_individual_photorealistic\1.png,gpt_image,an_individual_photorealistic,1.png,31,Man,white,happy,#dba893,5,#d7bd96,9,#E7C1B8,3,3.38,2
output\gpt_image\an_individual_photorealistic\10.png,gpt_image,an_individual_photorealistic,10.png,31,Man,white,happy,#c99b86,5,#d7bd96,7,#BEA07E,3,5.39,2
output\gpt_image\an_individual_photorealistic\100.png,gpt_image,an_individual_photorealistic,100.png,33,Man,white,happy,#e2b2a0,5,#d7bd96,9,#E7C1B8,2,4.7,2
output\gpt_image\an_individual_photorealistic\101.png,gpt_image,an_individual_photorealistic,101.png,33,Man,black,happy,#cb9478,6,#a07e56,7,#BEA07E,4,4.15,2
output\gpt_image\an_individual_photorealistic\102.png,gpt_image,an_individual_photorealistic,102.png,30,Man,white,neutral,#d8b09f,5,#d7bd96,9,#E7C1B8,3,4.76,2
output\gpt_image\an_individual_photorealistic\103.png,gpt_image,an_individual_photorealistic,103.png,34,Man,white,happy,#e1b9a8,5,#d7bd96,9,#E7C1B8,2,3.96,1
output\gpt_image\an_individual_photorealistic\104.png,gpt_image,an_individual_photorealistic,104.png,37,Man,white,happy,#dcaf9c,5,#d7bd96,9,#E7C1B8,3,4.25,2
output\gpt_image\an_individual_photorealistic\105.png,gpt_image,an_individual_photorealistic,105.png,35,Man,white,neutral,#e6c0ae,5,#d7bd96,9,#E7C1B8,2,3.26,1
output\gpt_image\an_individual_photorealistic\106.png,gpt_image,an_individual_photorealistic,106.png,33,Man,black,happy,#cfa086,5,#d7bd96,7,#BEA07E,3,3.94,2
output\gpt_image\an_individual_photorealistic\107.png,gpt_image,an_individual_photorealistic,107.png,34,Man,white,happy,#dba78e,5,#d7bd96,9,#E7C1B8,3,2.77,2
output\gpt_image\an_individual_photorealistic\108.png,gpt_image,an_individual_photorealistic,108.png,34,Man,black,neutral,#b27f67,6,#a07e56,6,#9D7A54,4,4.2,2
output\gpt_image\an_individual_photorealistic\109.png,gpt_image,an_individual_photorealistic,109.png,35,Woman,white,happy,#daaf9f,5,#d7bd96,9,#E7C1B8,3,5.09,2
output\gpt_image\an_individual_photorealistic\11.png,gpt_image,an_individual_photorealistic,11.png,33,Man,white,neutral,#d8a68f,5,#d7bd96,9,#E7C1B8,3,3.3,2
output\gpt_image\an_individual_photorealistic\110.png,gpt_image,an_individual_photorealistic,110.png,32,Man,white,happy,#dfab94,5,#d7bd96,9,#E7C1B8,3,3.02,2
output\gpt_image\an_individual_photorealistic\111.png,gpt_image,an_individual_photorealistic,111.png,33,Man,white,happy,#d6a894,5,#d7bd96,9,#E7C1B8,3,3.48,2
output\gpt_image\an_individual_photorealistic\112.png,gpt_image,an_individual_photorealistic,112.png,34,Woman,white,happy,#dcb3a1,5,#d7bd96,9,#E7C1B8,3,4.74,2
output\gpt_image\an_individual_photorealistic\113.png,gpt_image,an_individual_photorealistic,113.png,34,Man,white,neutral,#e0b29d,5,#d7bd96,9,#E7C1B8,3,3.78,2
output\gpt_image\an_individual_photorealistic\114.png,gpt_image,an_individual_photorealistic,114.png,33,Man,white,happy,#d7a996,5,#d7bd96,9,#E7C1B8,3,4.28,2
output\gpt_image\an_individual_photorealistic\115.png,gpt_image,an_individual_photorealistic,115.png,33,Man,white,neutral,#d7ae99,5,#d7bd96,9,#E7C1B8,3,3.92,2
output\gpt_image\an_individual_photorealistic\116.png,gpt_image,an_individual_photorealistic,116.png,32,Man,white,neutral,#d1a894,5,#d7bd96,9,#E7C1B8,3,3.92,2
output\gpt_image\an_individual_photorealistic\117.png,gpt_image,an_individual_photorealistic,117.png,35,Man,white,happy,#daae99,5,#d7bd96,9,#E7C1B8,3,2.95,1
output\gpt_image\an_individual_photorealistic\118.png,gpt_image,an_individual_photorealistic,118.png,34,Man,white,happy,#d9ad9d,5,#d7bd96,9,#E7C1B8,3,5.35,2
output\gpt_image\an_individual_photorealistic\119.png,gpt_image,an_individual_photorealistic,119.png,29,Man,white,happy,#ddb19e,5,#d7bd96,9,#E7C1B8,3,3.9,2
output\gpt_image\an_individual_photorealistic\12.png,gpt_image,an_individual_photorealistic,12.png,32,Man,white,happy,#dbac98,5,#d7bd96,9,#E7C1B8,3,3.68,2
output\gpt_image\an_individual_photorealistic\120.png,gpt_image,an_individual_photorealistic,120.png,31,Man,white,happy,#dfb7a8,5,#d7bd96,9,#E7C1B8,2,4.58,1
output\gpt_image\an_individual_photorealistic\121.png,gpt_image,an_individual_photorealistic,121.png,34,Man,white,neutral,#dfb29d,5,#d7bd96,9,#E7C1B8,3,3.32,2
output\gpt_image\an_individual_photorealistic\122.png,gpt_image,an_individual_photorealistic,122.png,32,Man,white,happy,#e0b29d,5,#d7bd96,9,#E7C1B8,3,3.97,2
output\gpt_image\an_individual_photorealistic\123.png,gpt_image,an_individual_photorealistic,123.png,33,Man,white,happy,#d6a18b,5,#d7bd96,9,#E7C1B8,3,4.15,2
output\gpt_image\an_individual_photorealistic\124.png,gpt_image,an_individual_photorealistic,124.png,36,Man,white,neutral,#d8a288,5,#d7bd96,7,#BEA07E,3,3.55,2
output\gpt_image\an_individual_photorealistic\125.png,gpt_image,an_individual_photorealistic,125.png,43,Man,white,happy,#dba893,5,#d7bd96,9,#E7C1B8,3,3.74,2
output\gpt_image\an_individual_photorealistic\126.png,gpt_image,an_individual_photorealistic,126.png,37,Man,white,happy,#d3a28b,5,#d7bd96,7,#BEA07E,3,3.6,2
output\gpt_image\an_individual_photorealistic\127.png,gpt_image,an_individual_photorealistic,127.png,33,Man,white,neutral,#dfb29b,5,#d7bd96,9,#E7C1B8,3,2.98,1
output\gpt_image\an_individual_photorealistic\128.png,gpt_image,an_individual_photorealistic,128.png,37,Man,white,happy,#cf9982,6,#a07e56,7,#BEA07E,3,5.73,2
output\gpt_image\an_individual_photorealistic\129.png,gpt_image,an_individual_photorealistic,129.png,31,Man,white,happy,#e1b39e,5,#d7bd96,9,#E7C1B8,3,3.95,1
output\gpt_image\an_individual_photorealistic\13.png,gpt_image,an_individual_photorealistic,13.png,33,Man,white,happy,#dfab94,5,#d7bd96,9,#E7C1B8,3,3.23,2
output\gpt_image\an_individual_photorealistic\130.png,gpt_image,an_individual_photorealistic,130.png,41,Man,white,happy,#daa994,5,#d7bd96,9,#E7C1B8,3,3.31,2
output\gpt_image\an_individual_photorealistic\131.png,gpt_image,an_individual_photorealistic,131.png,36,Man,black,neutral,#ce9a7b,5,#d7bd96,7,#BEA07E,3,4.8,2
output\gpt_image\an_individual_photorealistic\132.png,gpt_image,an_individual_photorealistic,132.png,35,Man,white,happy,#e1b39e,5,#d7bd96,9,#E7C1B8,3,3.6,2
